Counting, fetching started
8662, spack:gmap-gsnap, c
8663, spack:xnnpack, c
8664, spack:xnnpack, c
8665, spack:memkind, c
8666, spack:py-grpcio, c
8667, spack:libflame, c
8668, spack:py-scipy, c
8669, spack:libflame, c
8670, spack:erlang, c
8671, spack:py-pandas, c
8672, spack:openssl, c
8673, spack:vtk, c
8674, spack:xnnpack, c
8675, spack:libflame, c
8676, spack:hsakmt, c
8677, spack:vtk, c
8678, spack:netcdf-c, c
8679, spack:libflame, c
8680, spack:suite-sparse, c
8681, spack:openssl, c
8682, spack:hypre, c
8683, spack:openssl, c
8684, spack:xnnpack, c
8685, spack:libxfont, c
8686, spack:libflame, c
8687, spack:libwebp, c
8688, spack:erlang, c
8689, spack:hypre, c
8690, spack:wayland, c
8691, spack:ucx, c
8692, spack:libflame, c
8693, spack:xnnpack, c
8694, spack:mapserver, c
8695, spack:xnnpack, c
8696, spack:yasm, c
8697, spack:py-scipy, c
8698, spack:stringtie, c
8699, spack:xnnpack, c
8700, spack:xnnpack, c
8701, spack:proj, c
8702, spack:simde, c
8703, spack:erlang, c
8704, spack:blis, c
8705, spack:xnnpack, c
8706, spack:llvm, c
8707, spack:proj, c
8708, spack:hypre, c
8709, spack:openssl, c
8710, spack:mongo-c-driver, c
8711, spack:genometools, c
8712, spack:xnnpack, c
8713, spack:adios2, c
8714, spack:lighttpd, c
8715, spack:xnnpack, c
8716, spack:suite-sparse, c
8717, spack:libwebp, c
8718, spack:mbedtls, c
8719, spack:genometools, c
8720, spack:vtk, c
8721, spack:flatcc, c
8722, spack:amdlibflame, c
8723, spack:libflame, c
8724, spack:amdlibflame, c
8725, spack:amdlibflame, c
8726, spack:libflame, c
8727, spack:openssl, c
8728, spack:openssl, c
8729, spack:libflame, c
8730, spack:libflame, c
8731, spack:genometools, c
8732, spack:py-scipy, c
8733, spack:zfp, c
8734, spack:blis, c
8735, spack:lua-luajit-openresty, c
8736, spack:libpfm4, c
8737, spack:xnnpack, c
8738, spack:proj, c
8739, spack:suite-sparse, c
8740, spack:py-scipy, c
8741, spack:hypre, c
8742, spack:vtk, c
8743, spack:libflame, c
8744, spack:xnnpack, c
8745, spack:libflame, c
8746, spack:mbedtls, c
8747, spack:xedit, c
8748, spack:libflame, c
8749, spack:libflame, c
8750, spack:seal, c
8751, spack:bind9, c
8752, spack:mbedtls, c
8753, spack:libflame, c
8754, spack:xnnpack, c
8755, spack:openssl, c
8756, spack:libflame, c
8757, spack:xnnpack, c
8758, spack:erlang, c
8759, spack:libflame, c
8760, spack:suite-sparse, c
8761, spack:vtk, c
8762, spack:genometools, c
8763, spack:gmap-gsnap, c
8764, spack:hypre, c
8765, spack:amdblis, c
8766, spack:amdlibflame, c
8767, spack:genometools, c
8768, spack:simde, c
8769, spack:netlib-xblas, c
8770, spack:xnnpack, c
8771, spack:xnnpack, c
8772, spack:isl, c
8773, spack:openssl, c
8774, spack:libflame, c
8775, spack:variorum, c
8776, spack:bind9, c
8777, spack:mongo-c-driver, c
8778, spack:gmap-gsnap, c
8779, spack:libflame, c
8780, spack:libflame, c
8781, spack:nginx, c
8782, spack:libquo, c
8783, spack:openssl, c
8784, spack:xnnpack, c
8785, spack:openssl, c
8786, spack:libicd, c
8787, spack:suite-sparse, c
8788, spack:xnnpack, c
8789, spack:openssl, c
8790, spack:amdblis, c
8791, spack:libflame, c
8792, spack:bind9, c
8793, spack:amdlibflame, c
8794, spack:xscope, c
8795, spack:genometools, c
8796, spack:vtk, c
8797, spack:simde, c
8798, spack:netcdf-c, c
8799, spack:xnnpack, c
8800, spack:hwloc, c
8801, spack:libflame, c
8802, spack:openssl, c
8803, spack:hypre, c
8804, spack:hwloc, c
8805, spack:gmap-gsnap, c
8806, spack:amdlibflame, c
8807, spack:quo-vadis, c
8808, spack:su2, c
8809, spack:libflame, c
8810, spack:bam-readcount, c
8811, spack:libflame, c
8812, spack:netlib-xblas, c
8813, spack:zopfli, c
8814, spack:libflame, c
8815, spack:hwloc, c
8816, spack:xnnpack, c
8817, spack:amdlibflame, c
8818, spack:genometools, c
8819, spack:sicm, c
8820, spack:qt-base, c
8821, spack:libflame, c
8822, spack:libmonitor, c
8823, spack:libflame, c
8824, spack:libflame, c
8825, spack:amdlibflame, c
8826, spack:xnnpack, c
8827, spack:libflame, c
8828, spack:hypre, c
8829, spack:libflame, c
8830, spack:xnnpack, c
8831, spack:libflame, c
8832, spack:mstk, c
8833, spack:less, c
8834, spack:xnnpack, c
8835, spack:xnnpack, c
8836, spack:netlib-xblas, c
8837, spack:libflame, c
8838, spack:libflame, c
8839, spack:libflame, c
8840, spack:metis, c
8841, spack:py-pandas, c
8842, spack:amdlibflame, c
8843, spack:nauty, c
8844, spack:nginx, c
8845, spack:hsakmt, c
8846, spack:amdlibflame, c
8847, spack:xnnpack, c
8848, spack:amdblis, c
8849, spack:amdlibflame, c
8850, spack:mongo-c-driver, c
8851, spack:nauty, c
8852, spack:libflame, c
8853, spack:amdblis, c
8854, spack:netlib-xblas, c
8855, spack:amdlibflame, c
8856, spack:xnnpack, c
8857, spack:xnnpack, c
8858, spack:netlib-xblas, c
8859, spack:httpd, c
8860, spack:amdlibflame, c
8861, spack:hwloc, c
8862, spack:libunwind, c
8863, spack:llvm, c
8864, spack:sundials, c
8865, spack:mstk, c
8866, spack:lua-luajit-openresty, c
8867, spack:libflame, c
8868, spack:amdlibflame, c
8869, spack:netcdf-c, c
8870, spack:simde, c
8871, spack:proj, c
8872, spack:httpd, c
8873, spack:py-scipy, c
8874, spack:vtk, c
8875, spack:yasm, c
8876, spack:amdlibflame, c
8877, spack:cmdstan, c
8878, spack:itk, c
8879, spack:c-blosc, c
8880, spack:amdlibflame, c
8881, spack:erlang, c
8882, spack:netlib-xblas, c
8883, spack:simde, c
8884, spack:libflame, c
8885, spack:amdlibflame, c
8886, spack:genometools, c
8887, spack:llvm, c
8888, spack:suite-sparse, c
8889, spack:libflame, c
8890, spack:libxsmm, c
8891, spack:flatcc, c
8892, spack:py-grpcio, c
8893, spack:xnnpack, c
8894, spack:erlang, c
8895, spack:amdlibflame, c
8896, spack:libflame, c
8897, spack:vtk, c
8898, spack:amdlibflame, c
8899, spack:xnnpack, c
8900, spack:spglib, c
8901, spack:mapserver, c
8902, spack:xnnpack, c
8903, spack:aws-sdk-cpp, c
8904, spack:libtermkey, c
8905, spack:jemalloc, c
8906, spack:mapserver, c
8907, spack:amdlibflame, c
8908, spack:xnnpack, c
8909, spack:amdlibflame, c
8910, spack:py-grpcio, c
8911, spack:py-scipy, c
8912, spack:amdlibflame, c
8913, spack:libxkbcommon, c
8914, spack:vtk, c
8915, spack:amdlibflame, c
8916, spack:simde, c
8917, spack:bam-readcount, c
8918, spack:ucx, c
8919, spack:xnnpack, c
8920, spack:netcdf-c, c
8921, spack:openssl, c
8922, spack:libflame, c
8923, spack:libflame, c
8924, spack:simde, c
8925, spack:simde, c
8926, spack:amdlibflame, c
8927, spack:amdlibflame, c
8928, spack:redis, c
8929, spack:httpd, c
8930, spack:xnnpack, c
8931, spack:vtk, c
8932, spack:amdlibflame, c
8933, spack:xnnpack, c
8934, spack:genometools, c
8935, spack:amdlibflame, c
8936, spack:gmap-gsnap, c
8937, spack:xnnpack, c
8938, spack:proj, c
8939, spack:openssl, c
8940, spack:hypre, c
8941, spack:otf, c
8942, spack:amdlibflame, c
8943, spack:xnnpack, c
8944, spack:libicd, c
8945, spack:openresty, c
8946, spack:openssl, c
8947, spack:amdlibflame, c
8948, spack:jose, c
8949, spack:netlib-xblas, c
8950, spack:amdblis, c
8951, spack:genometools, c
8952, spack:simde, c
8953, spack:libflame, c
8954, spack:amdlibflame, c
8955, spack:py-h5py, c
8956, spack:libflame, c
8957, spack:libflame, c
8958, spack:amdlibflame, c
8959, spack:genometools, c
8960, spack:netcdf-c, c
8961, spack:sundials, c
8962, spack:libblastrampoline, c
8963, spack:genometools, c
8964, spack:amdblis, c
8965, spack:yara, c
8966, spack:xnnpack, c
8967, spack:vtk, c
8968, spack:redis, c
8969, spack:amdlibflame, c
8970, spack:py-scipy, c
8971, spack:libflame, c
8972, spack:hypre, c
8973, spack:genometools, c
8974, spack:openssl, c
8975, spack:xedit, c
8976, spack:su2, c
8977, spack:vtk, c
8978, spack:amdlibflame, c
8979, spack:netcdf-c, c
8980, spack:redis, c
8981, spack:hypre, c
8982, spack:mstk, c
8983, spack:amdlibflame, c
8984, spack:vtk, c
8985, spack:py-pysam, c
8986, spack:xnnpack, c
8987, spack:xnnpack, c
8988, spack:itk, c
8989, spack:aws-sdk-cpp, c
8990, spack:blis, c
8991, spack:libflame, c
8992, spack:amdlibflame, c
8993, spack:librdkafka, c
8994, spack:simde, c
8995, spack:amdlibflame, c
8996, spack:libflame, c
8997, spack:su2, c
8998, spack:libflame, c
8999, spack:openssl, c
9000, spack:itk, c
9001, spack:amdlibflame, c
9002, spack:amdlibflame, c
9003, spack:suite-sparse, c
9004, spack:hypre, c
9005, spack:hwloc, c
9006, spack:libflame, c
9007, spack:xnnpack, c
9008, spack:amdlibflame, c
9009, spack:hypre, c
9010, spack:libflame, c
9011, spack:vtk, c
9012, spack:amdlibflame, c
9013, spack:libceed, c
9014, spack:xnnpack, c
9015, spack:nco, c
9016, spack:netlib-xblas, c
9017, spack:bam-readcount, c
9018, spack:flatcc, c
9019, spack:suite-sparse, c
9020, spack:amdlibflame, c
9021, spack:py-scipy, c
9022, spack:netcdf-c, c
9023, spack:globalarrays, c
9024, spack:spdk, c
9025, spack:openssl, c
9026, spack:genometools, c
9027, spack:suite-sparse, c
9028, spack:hwloc, c
9029, spack:openresty, c
9030, spack:amdlibflame, c
9031, spack:netlib-xblas, c
9032, spack:nginx, c
9033, spack:mstk, c
9034, spack:mstk, c
9035, spack:seal, c
9036, spack:xnnpack, c
9037, spack:mstk, c
9038, spack:xnnpack, c
9039, spack:lua-luajit, c
9040, spack:yasm, c
9041, spack:erlang, c
9042, spack:erlang, c
9043, spack:suite-sparse, c
9044, spack:amdlibflame, c
9045, spack:less, c
9046, spack:mongo-c-driver, c
9047, spack:openssl, c
9048, spack:genometools, c
9049, spack:netlib-xblas, c
9050, spack:netcdf-c, c
9051, spack:bind9, c
9052, spack:spdk, c
9053, spack:py-pandas, c
9054, spack:simde, c
9055, spack:amdlibflame, c
9056, spack:vtk, c
9057, spack:amdblis, c
9058, spack:amdlibflame, c
9059, spack:openssl, c
9060, spack:amdlibflame, c
9061, spack:amdlibflame, c
9062, spack:variorum, c
9063, spack:amdlibflame, c
9064, spack:xnnpack, c
9065, spack:suite-sparse, c
9066, spack:suite-sparse, c
9067, spack:py-pandas, c
9068, spack:amdlibflame, c
9069, spack:netlib-xblas, c
9070, spack:phist, c
9071, spack:hypre, c
9072, spack:py-pysam, c
9073, spack:amdlibflame, c
9074, spack:amdlibflame, c
9075, spack:genometools, c
9076, spack:simde, c
9077, spack:py-scikit-learn, c
9078, spack:jemalloc, c
9079, spack:netlib-xblas, c
9080, spack:isl, c
9081, spack:amdlibflame, c
9082, spack:staden-io-lib, c
9083, spack:xnnpack, c
9084, spack:mimalloc, c
9085, spack:amdlibflame, c
9086, spack:amdlibflame, c
9087, spack:amdlibflame, c
9088, spack:samtools, c
9089, spack:libflame, c
9090, spack:libzip, c
9091, spack:libmpdclient, c
9092, spack:amdlibflame, c
9093, spack:metis, c
9094, spack:libflame, c
9095, spack:amdblis, c
9096, spack:genometools, c
9097, spack:xnnpack, c
9098, spack:amdlibflame, c
9099, spack:spdk, c
9100, spack:genometools, c
9101, spack:amdlibflame, c
9102, spack:libflame, c
9103, spack:openssl, c
9104, spack:genometools, c
9105, spack:genometools, c
9106, spack:itk, c
9107, spack:libxml2, c
9108, spack:openssl, c
9109, spack:amdlibflame, c
9110, spack:hwloc, c
9111, spack:bam-readcount, c
9112, spack:eccodes, c
9113, spack:amdlibflame, c
9114, spack:isl, c
9115, spack:vtk, c
9116, spack:amdlibflame, c
9117, spack:amdlibflame, c
9118, spack:suite-sparse, c
9119, spack:nanomsg, c
9120, spack:xnnpack, c
9121, spack:openssl, c
9122, spack:xnnpack, c
9123, spack:xnnpack, c
9124, spack:netlib-xblas, c
9125, spack:llvm, c
9126, spack:netlib-xblas, c
9127, spack:amdlibflame, c
9128, spack:openssl, c
9129, spack:itk, c
9130, spack:amdlibflame, c
9131, spack:libpam, c
9132, spack:jemalloc, c
9133, spack:netcdf-c, c
9134, spack:netlib-xblas, c
9135, spack:eccodes, c
9136, spack:bam-readcount, c
9137, spack:amdlibflame, c
9138, spack:openssl, c
9139, spack:xnnpack, c
9140, spack:py-scipy, c
9141, spack:libflame, c
9142, spack:spdk, c
9143, spack:bam-readcount, c
9144, spack:amdlibflame, c
9145, spack:py-grpcio, c
9146, spack:amdlibflame, c
9147, spack:vtk, c
9148, spack:amdlibflame, c
9149, spack:suite-sparse, c
9150, spack:netlib-xblas, c
9151, spack:libflame, c
9152, spack:amdlibflame, c
9153, spack:xnnpack, c
9154, spack:yasm, c
9155, spack:py-scipy, c
9156, spack:llvm, c
9157, spack:vtk, c
9158, spack:jemalloc, c
9159, spack:genometools, c
9160, spack:libssh2, c
9161, spack:xnnpack, c
9162, spack:xnnpack, c
9163, spack:libcint, c
9164, spack:xnnpack, c
9165, spack:nanomsg, c
9166, spack:xnnpack, c
9167, spack:libxml2, c
9168, spack:gmap-gsnap, c
9169, spack:eccodes, c
9170, spack:spglib, c
9171, spack:su2, c
9172, spack:xnnpack, c
9173, spack:xnnpack, c
9174, spack:xnnpack, c
9175, spack:genometools, c
9176, spack:amdlibflame, c
9177, spack:openssl, c
9178, spack:mstk, c
9179, spack:libxkbcommon, c
9180, spack:simde, c
9181, spack:bam-readcount, c
9182, spack:libflame, c
9183, spack:proj, c
9184, spack:amdlibflame, c
9185, spack:libunwind, c
9186, spack:py-scipy, c
9187, spack:libwebp, c
9188, spack:libflame, c
9189, spack:hapcut2, c
9190, spack:amdlibflame, c
9191, spack:xnnpack, c
9192, spack:libflame, c
9193, spack:nauty, c
9194, spack:sundials, c
9195, spack:pcre2, c
9196, spack:libflame, c
9197, spack:genometools, c
9198, spack:libuecc, c
9199, spack:libceed, c
9200, spack:vtk, c
9201, spack:c-blosc2, c
9202, spack:memkind, c
9203, spack:xnnpack, c
9204, spack:erlang, c
9205, spack:erlang, c
9206, spack:openssl, c
9207, spack:hypre, c
9208, spack:memkind, c
9209, spack:openresty, c
9210, spack:iniparser, c
9211, spack:py-scipy, c
9212, spack:amdlibflame, c
9213, spack:typhonio, c
9214, spack:suite-sparse, c
9215, spack:libzip, c
9216, spack:simde, c
9217, spack:py-pysam, c
9218, spack:suite-sparse, c
9219, spack:py-scipy, c
9220, spack:amdlibflame, c
9221, spack:itk, c
9222, spack:amdlibflame, c
9223, spack:vtk, c
9224, spack:amdlibflame, c
9225, spack:nauty, c
9226, spack:erlang, c
9227, spack:amdblis, c
9228, spack:simde, c
9229, spack:amdlibflame, c
9230, spack:genometools, c
9231, spack:amdlibflame, c
9232, spack:blis, c
9233, spack:libflame, c
9234, spack:amdlibflame, c
9235, spack:xnnpack, c
9236, spack:nanomsg, c
9237, spack:openssl, c
9238, spack:amdlibflame, c
9239, spack:libflame, c
9240, spack:blis, c
9241, spack:hypre, c
9242, spack:xnnpack, c
9243, spack:amdlibflame, c
9244, spack:openresty, c
9245, spack:su2, c
9246, spack:netlib-xblas, c
9247, spack:amdlibflame, c
9248, spack:openresty, c
9249, spack:amdlibflame, c
9250, spack:xnnpack, c
9251, spack:amdlibflame, c
9252, spack:oniguruma, c
9253, spack:amdlibflame, c
9254, spack:py-scipy, c
9255, spack:genometools, c
9256, spack:hypre, c
9257, spack:netlib-xblas, c
9258, spack:itk, c
9259, spack:amdlibflame, c
9260, spack:openssl, c
9261, spack:netlib-xblas, c
9262, spack:libflame, c
9263, spack:amdlibflame, c
9264, spack:genometools, c
9265, spack:httpd, c
9266, spack:metis, c
9267, spack:ucx, c
9268, spack:aws-sdk-cpp, c
9269, spack:libflame, c
9270, spack:xnnpack, c
9271, spack:lighttpd, c
9272, spack:nco, c
9273, spack:flatcc, c
9274, spack:isl, c
9275, spack:nanomsg, c
9276, spack:libflame, c
9277, spack:amdlibflame, c
9278, spack:aws-sdk-cpp, c
9279, spack:py-bottleneck, c
9280, spack:hypre, c
9281, spack:xnnpack, c
9282, spack:giflib, c
9283, spack:erlang, c
9284, spack:libflame, c
9285, spack:xnnpack, c
9286, spack:ucx, c
9287, spack:nanomsg, c
9288, spack:libflame, c
9289, spack:samtools, c
9290, spack:hypre, c
9291, spack:libflame, c
9292, spack:metis, c
9293, spack:amdblis, c
9294, spack:suite-sparse, c
9295, spack:libflame, c
9296, spack:nginx, c
9297, spack:libpostal, c
9298, spack:adios2, c
9299, spack:netlib-xblas, c
9300, spack:xnnpack, c
9301, spack:vtk, c
9302, spack:openresty, c
9303, spack:libcint, c
9304, spack:aws-sdk-cpp, c
9305, spack:libflame, c
9306, spack:vtk, c
9307, spack:amdlibflame, c
9308, spack:libflame, c
9309, spack:py-scipy, c
9310, spack:libnet, c
9311, spack:amdblis, c
9312, spack:libflame, c
9313, spack:vtk, c
9314, spack:amdlibflame, c
9315, spack:hypre, c
9316, spack:itk, c
9317, spack:amdlibflame, c
9318, spack:libflame, c
9319, spack:suite-sparse, c
9320, spack:openssl, c
9321, spack:spglib, c
9322, spack:amdlibflame, c
9323, spack:blis, c
9324, spack:libflame, c
9325, spack:genometools, c
9326, spack:xnnpack, c
9327, spack:libpfm4, c
9328, spack:jemalloc, c
9329, spack:amdlibflame, c
9330, spack:openssl, c
9331, spack:amdlibflame, c
9332, spack:bind9, c
9333, spack:suite-sparse, c
9334, spack:libnet, c
9335, spack:elemental, c
9336, spack:libpostal, c
9337, spack:libflame, c
9338, spack:libxfont, c
9339, spack:amdlibflame, c
9340, spack:libflame, c
9341, spack:hwloc, c
9342, spack:samtools, c
9343, spack:erlang, c
9344, spack:amdlibflame, c
9345, spack:libflame, c
9346, spack:mongo-c-driver, c
9347, spack:amdlibflame, c
9348, spack:simde, c
9349, spack:libflame, c
9350, spack:qnnpack, c
9351, spack:libflame, c
9352, spack:libflame, c
9353, spack:openssl, c
9354, spack:bam-readcount, c
9355, spack:proj, c
9356, spack:libflame, c
9357, spack:yasm, c
9358, spack:genometools, c
9359, spack:py-pandas, c
9360, spack:genometools, c
9361, spack:openresty, c
9362, spack:libflame, c
9363, spack:genometools, c
9364, spack:netlib-xblas, c
9365, spack:amdlibflame, c
9366, spack:suite-sparse, c
9367, spack:libflame, c
9368, spack:sundials, c
9369, spack:openssl, c
9370, spack:libflame, c
9371, spack:netlib-xblas, c
9372, spack:xnnpack, c
9373, spack:libflame, c
9374, spack:gmap-gsnap, c
9375, spack:argon2, c
9376, spack:netlib-xblas, c
9377, spack:suite-sparse, c
9378, spack:vtk, c
9379, spack:netlib-xblas, c
9380, spack:itk, c
9381, spack:libflame, c
9382, spack:spdk, c
9383, spack:memkind, c
9384, spack:nasm, c
9385, spack:apr-util, c
9386, spack:xnnpack, c
9387, spack:openssl, c
9388, spack:libpfm4, c
9389, spack:blis, c
9390, spack:amdlibflame, c
9391, spack:libflame, c
9392, spack:mongo-c-driver, c
9393, spack:xnnpack, c
9394, spack:genometools, c
9395, spack:libflame, c
9396, spack:amdlibflame, c
9397, spack:itk, c
9398, spack:simde, c
9399, spack:suite-sparse, c
9400, spack:openresty, c
9401, spack:hypre, c
9402, spack:openresty, c
9403, spack:amdlibflame, c
9404, spack:xnnpack, c
9405, spack:amdlibflame, c
9406, spack:libflame, c
9407, spack:hypre, c
9408, spack:vtk, c
9409, spack:libxkbcommon, c
9410, spack:itk, c
9411, spack:amdlibflame, c
9412, spack:gmap-gsnap, c
9413, spack:simde, c
9414, spack:nginx, c
9415, spack:spdk, c
9416, spack:hypre, c
9417, spack:libflame, c
9418, spack:libflame, c
9419, spack:vtk, c
9420, spack:libflame, c
9421, spack:simde, c
9422, spack:libflame, c
9423, spack:openssl, c
9424, spack:amdlibflame, c
9425, spack:pumi, c
9426, spack:libflame, c
9427, spack:redis, c
9428, spack:libflame, c
9429, spack:libmpdclient, c
9430, spack:suite-sparse, c
9431, spack:libflame, c
9432, spack:simde, c
9433, spack:amdlibflame, c
9434, spack:openssl, c
9435, spack:netlib-xblas, c
9436, spack:hypre, c
9437, spack:genometools, c
9438, spack:genometools, c
9439, spack:libflame, c
9440, spack:libbigwig, c
9441, spack:libzip, c
9442, spack:nsimd, c
9443, spack:libflame, c
9444, spack:jemalloc, c
9445, spack:samtools, c
9446, spack:netcdf-c, c
9447, spack:libmonitor, c
9448, spack:amdlibflame, c
9449, spack:amdlibflame, c
9450, spack:amdlibflame, c
9451, spack:xnnpack, c
9452, spack:amdlibflame, c
9453, spack:pcre2, c
9454, spack:cmocka, c
9455, spack:lastz, c
9456, spack:simde, c
9457, spack:suite-sparse, c
9458, spack:amdlibflame, c
9459, spack:netlib-xblas, c
9460, spack:amdlibflame, c
9461, spack:xnnpack, c
9462, spack:libflame, c
9463, spack:xnnpack, c
9464, spack:amdlibflame, c
9465, spack:vtk, c
9466, spack:py-scikit-learn, c
9467, spack:openresty, c
9468, spack:mbedtls, c
9469, spack:rocm-opencl, c
9470, spack:itk, c
9471, spack:amdlibflame, c
9472, spack:xnnpack, c
9473, spack:libzip, c
9474, spack:zfp, c
9475, spack:amdlibflame, c
9476, spack:genometools, c
9477, spack:py-scipy, c
9478, spack:suite-sparse, c
9479, spack:amdlibflame, c
9480, spack:blis, c
9481, spack:openssl, c
9482, spack:nanomsg, c
9483, spack:libflame, c
9484, spack:giflib, c
9485, spack:amdblis, c
9486, spack:libflame, c
9487, spack:libflame, c
9488, spack:libflame, c
