Counting, fetching started
66368, spack:faodel, cpp
66369, spack:llvm-amdgpu, cpp
66370, spack:eckit, cpp
66371, spack:slate, cpp
66372, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66373, spack:llvm, cpp
66374, spack:bamtools, cpp
66375, spack:openexr, cpp
66376, spack:vtk, cpp
66377, spack:z3, cpp
66378, spack:vtk, cpp
66379, spack:llvm, cpp
66380, spack:rkcommon, cpp
66381, spack:qt-base, cpp
66382, spack:llvm, cpp
66383, spack:coin3d, cpp
66384, spack:qt-declarative, cpp
66385, spack:vtk, cpp
66386, spack:vtk, cpp
66387, spack:llvm-amdgpu, cpp
66388, spack:botan, cpp
66389, spack:onednn, cpp
66390, spack:vtk, cpp
66391, spack:hipsycl, cpp
66392, spack:llvm, cpp
66393, spack:eckit, cpp
66394, spack:vtk, cpp
66395, spack:vtk, cpp
66396, spack:vtk, cpp
66397, spack:llvm, cpp
66398, spack:llvm, cpp
66399, spack:sst-elements, cpp
66400, spack:llvm, cpp
66401, spack:task, cpp
66402, spack:llvm, cpp
66403, spack:llvm, cpp
66404, spack:llvm, cpp
66405, spack:qt-declarative, cpp
66406, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66407, spack:vtk, cpp
66408, spack:vtk, cpp
66409, spack:llvm-amdgpu, cpp
66410, spack:llvm, cpp
66411, spack:vtk, cpp
66412, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66413, spack:phist, cpp
66414, spack:qt-declarative, cpp
66415, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66416, spack:llvm, cpp
66417, spack:libecpint, cpp
66418, spack:llvm, cpp
66419, spack:ecflow, cpp
66420, spack:llvm, cpp
66421, spack:vtk, cpp
66422, spack:llvm, cpp
66423, spack:task, cpp
66424, spack:itk, cpp
66425, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66426, spack:star, cpp
66427, spack:ceres-solver, cpp
66428, spack:coin3d, cpp
66429, spack:itk, cpp
66430, spack:vtk, cpp
66431, spack:xalan-c, cpp
66432, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66433, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66434, spack:magics, cpp
66435, spack:gperftools, cpp
66436, spack:ecflow, cpp
66437, spack:jsonnet, cpp
66438, spack:vtk-m, cpp
66439, spack:intel-tbb, cpp
66440, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66441, spack:vtk, cpp
66442, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66443, spack:llvm, cpp
66444, spack:llvm, cpp
66445, spack:qt-base, cpp
66446, spack:vtk, cpp
66447, spack:vtk, cpp
66448, spack:vtk, cpp
66449, spack:vtk, cpp
66450, spack:llvm-amdgpu, cpp
66451, spack:llvm, cpp
66452, spack:llvm-amdgpu, cpp
66453, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66454, spack:simde, cpp
66455, spack:z3, cpp
66456, spack:axom, cpp
66457, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66458, spack:mold, cpp
66459, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66460, spack:vtk, cpp
66461, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66462, spack:ngmlr, cpp
66463, spack:llvm, cpp
66464, spack:eprosima-fastdds, cpp
66465, spack:blaspp, cpp
66466, spack:lapackpp, cpp
66467, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66468, spack:librdkafka, cpp
66469, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66470, spack:simde, cpp
66471, spack:llvm, cpp
66472, spack:vtk, cpp
66473, spack:llvm, cpp
66474, spack:lapackpp, cpp
66475, spack:vtk, cpp
66476, spack:freebayes, cpp
66477, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66478, spack:vtk, cpp
66479, spack:llvm-amdgpu, cpp
66480, spack:llvm-amdgpu, cpp
66481, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66482, spack:qt-base, cpp
66483, spack:axom, cpp
66484, spack:libecpint, cpp
66485, spack:llvm, cpp
66486, spack:llvm, cpp
66487, spack:kokkos-kernels, cpp
66488, spack:z3, cpp
66489, spack:vtk, cpp
66490, spack:intel-tbb, cpp
66491, spack:llvm, cpp
66492, spack:itk, cpp
66493, spack:palisade-development, cpp
66494, spack:elemental, cpp
66495, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66496, spack:hip, cpp
66497, spack:raja, cpp
66498, spack:vtk, cpp
66499, spack:llvm, cpp
66500, spack:qt-declarative, cpp
66501, spack:intel-tbb, cpp
66502, spack:llvm, cpp
66503, spack:embree, cpp
66504, spack:qt-base, cpp
66505, spack:z3, cpp
66506, spack:su2, cpp
66507, spack:asdf-cxx, cpp
66508, spack:openimagedenoise, cpp
66509, spack:llvm, cpp
66510, spack:qt-base, cpp
66511, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66512, spack:llvm, cpp
66513, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66514, spack:openimagedenoise, cpp
66515, spack:llvm, cpp
66516, spack:xerces-c, cpp
66517, spack:llvm, cpp
66518, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66519, spack:llvm-amdgpu, cpp
66520, spack:vtk, cpp
66521, spack:llvm-amdgpu, cpp
66522, spack:z3, cpp
66523, spack:llvm, cpp
66524, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66525, spack:llvm, cpp
66526, spack:llvm-amdgpu, cpp
66527, spack:llvm-amdgpu, cpp
66528, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66529, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66530, spack:scine-utilities, cpp
66531, spack:llvm, cpp
66532, spack:llvm, cpp
66533, spack:llvm, cpp
66534, spack:llvm, cpp
66535, spack:adios2, cpp
66536, spack:slate, cpp
66537, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66538, spack:vtk, cpp
66539, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66540, spack:py-grpcio, cpp
66541, spack:z3, cpp
66542, spack:vtk, cpp
66543, spack:botan, cpp
66544, spack:hip, cpp
66545, spack:vtk, cpp
66546, spack:qt-declarative, cpp
66547, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66548, spack:vtk, cpp
66549, spack:llvm, cpp
66550, spack:elemental, cpp
66551, spack:llvm, cpp
66552, spack:phist, cpp
66553, spack:pangolin, cpp
66554, spack:vtk, cpp
66555, spack:predixy, cpp
66556, spack:llvm, cpp
66557, spack:lapackpp, cpp
66558, spack:vtk, cpp
66559, spack:llvm-amdgpu, cpp
66560, spack:vtk, cpp
66561, spack:vtk, cpp
66562, spack:symengine, cpp
66563, spack:llvm, cpp
66564, spack:lapackpp, cpp
66565, spack:llvm, cpp
66566, spack:coin3d, cpp
66567, spack:llvm, cpp
66568, spack:llvm-amdgpu, cpp
66569, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66570, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66571, spack:llvm, cpp
66572, spack:llvm, cpp
66573, spack:llvm, cpp
66574, spack:lapackpp, cpp
66575, spack:llvm, cpp
66576, spack:vtk, cpp
66577, spack:star, cpp
66578, spack:universal, cpp
66579, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66580, spack:llvm-amdgpu, cpp
66581, spack:llvm, cpp
66582, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66583, spack:faiss, cpp
66584, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66585, spack:llvm, cpp
66586, spack:llvm, cpp
66587, spack:llvm-amdgpu, cpp
66588, spack:vtk, cpp
66589, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66590, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66591, spack:su2, cpp
66592, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66593, spack:vtk, cpp
66594, spack:llvm, cpp
66595, spack:onednn, cpp
66596, spack:vtk, cpp
66597, spack:coin3d, cpp
66598, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66599, spack:llvm, cpp
66600, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66601, spack:qt-base, cpp
66602, spack:llvm, cpp
66603, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66604, spack:vtk, cpp
66605, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66606, spack:pumi, cpp
66607, spack:yaml-cpp, cpp
66608, spack:coin3d, cpp
66609, spack:llvm, cpp
66610, spack:vtk, cpp
66611, spack:xerces-c, cpp
66612, spack:llvm-amdgpu, cpp
66613, spack:qt-declarative, cpp
66614, spack:vtk, cpp
66615, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66616, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66617, spack:llvm, cpp
66618, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66619, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66620, spack:llvm, cpp
66621, spack:tensorpipe, cpp
66622, spack:mold, cpp
66623, spack:amr-wind, cpp
66624, spack:faodel, cpp
66625, spack:sst-elements, cpp
66626, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66627, spack:llvm, cpp
66628, spack:qt-declarative, cpp
66629, spack:xerces-c, cpp
66630, spack:folly, cpp
66631, spack:llvm-amdgpu, cpp
66632, spack:rocm-opencl, cpp
66633, spack:py-scipy, cpp
66634, spack:vtk, cpp
66635, spack:libecpint, cpp
66636, spack:vtk-m, cpp
66637, spack:vtk, cpp
66638, spack:scine-utilities, cpp
66639, spack:llvm, cpp
66640, spack:llvm-amdgpu, cpp
66641, spack:llvm, cpp
66642, spack:llvm, cpp
66643, spack:llvm-amdgpu, cpp
66644, spack:vtk, cpp
66645, spack:py-grpcio, cpp
66646, spack:vtk, cpp
66647, spack:llvm, cpp
66648, spack:folly, cpp
66649, spack:llvm, cpp
66650, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66651, spack:vtk, cpp
66652, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66653, spack:coin3d, cpp
66654, spack:llvm-amdgpu, cpp
66655, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66656, spack:llvm, cpp
66657, spack:vtk, cpp
66658, spack:vtk, cpp
66659, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66660, spack:duckdb, cpp
66661, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66662, spack:eprosima-fastdds, cpp
66663, spack:proj, cpp
66664, spack:itk, cpp
66665, spack:vtk, cpp
66666, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66667, spack:llvm, cpp
66668, spack:openvkl, cpp
66669, spack:ceres-solver, cpp
66670, spack:qt-base, cpp
66671, spack:llvm, cpp
66672, spack:z3, cpp
66673, spack:llvm-amdgpu, cpp
66674, spack:amr-wind, cpp
66675, spack:f3d, cpp
66676, spack:llvm, cpp
66677, spack:llvm, cpp
66678, spack:llvm-amdgpu, cpp
66679, spack:qt-declarative, cpp
66680, spack:llvm-amdgpu, cpp
66681, spack:sst-elements, cpp
66682, spack:lapackpp, cpp
66683, spack:llvm-amdgpu, cpp
66684, spack:itk, cpp
66685, spack:elemental, cpp
66686, spack:vtk-m, cpp
66687, spack:llvm, cpp
66688, spack:gperftools, cpp
66689, spack:llvm, cpp
66690, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66691, spack:su2, cpp
66692, spack:sniffles, cpp
66693, spack:llvm, cpp
66694, spack:intel-tbb, cpp
66695, spack:vtk, cpp
66696, spack:llvm, cpp
66697, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66698, spack:vtk, cpp
66699, spack:coin3d, cpp
66700, spack:qt-declarative, cpp
66701, spack:vtk, cpp
66702, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66703, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66704, spack:mold, cpp
66705, spack:llvm-amdgpu, cpp
66706, spack:simde, cpp
66707, spack:llvm, cpp
66708, spack:qt-declarative, cpp
66709, spack:quo-vadis, cpp
66710, spack:scine-utilities, cpp
66711, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66712, spack:itk, cpp
66713, spack:llvm, cpp
66714, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66715, spack:slate, cpp
66716, spack:ecflow, cpp
66717, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66718, spack:vtk, cpp
66719, spack:faodel, cpp
66720, spack:llvm, cpp
66721, spack:z3, cpp
66722, spack:llvm, cpp
66723, spack:qt-declarative, cpp
66724, spack:seal, cpp
66725, spack:itk, cpp
66726, spack:llvm-amdgpu, cpp
66727, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66728, spack:vtk, cpp
66729, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66730, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66731, spack:vtk, cpp
66732, spack:llvm, cpp
66733, spack:qt-base, cpp
66734, spack:pumi, cpp
66735, spack:llvm, cpp
66736, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66737, spack:mgard, cpp
66738, spack:openexr, cpp
66739, spack:palisade-development, cpp
66740, spack:llvm, cpp
66741, spack:simde, cpp
66742, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66743, spack:gperftools, cpp
66744, spack:ftxui, cpp
66745, spack:vtk, cpp
66746, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66747, spack:vtk, cpp
66748, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66749, spack:vtk, cpp
66750, spack:llvm-amdgpu, cpp
66751, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66752, spack:botan, cpp
66753, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66754, spack:embree, cpp
66755, spack:simde, cpp
66756, spack:sst-elements, cpp
66757, spack:pangolin, cpp
66758, spack:miopen-opencl, cpp
66759, spack:llvm, cpp
66760, spack:eckit, cpp
66761, spack:faodel, cpp
66762, spack:muparser, cpp
66763, spack:vtk, cpp
66764, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66765, spack:vtk, cpp
66766, spack:faodel, cpp
66767, spack:llvm, cpp
66768, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66769, spack:llvm-amdgpu, cpp
66770, spack:llvm, cpp
66771, spack:qt-declarative, cpp
66772, spack:folly, cpp
66773, spack:llvm-amdgpu, cpp
66774, spack:qt-declarative, cpp
66775, spack:maeparser, cpp
66776, spack:helib, cpp
66777, spack:vtk, cpp
66778, spack:vtk, cpp
66779, spack:faodel, cpp
66780, spack:llvm, cpp
66781, spack:mold, cpp
66782, spack:proj, cpp
66783, spack:llvm, cpp
66784, spack:coin3d, cpp
66785, spack:mold, cpp
66786, spack:llvm, cpp
66787, spack:llvm, cpp
66788, spack:proj, cpp
66789, spack:llvm, cpp
66790, spack:qt-base, cpp
66791, spack:py-pennylane-lightning, cpp
66792, spack:llvm, cpp
66793, spack:llvm, cpp
66794, spack:vtk, cpp
66795, spack:vtk, cpp
66796, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66797, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66798, spack:vtk, cpp
66799, spack:vtk, cpp
66800, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66801, spack:llvm, cpp
66802, spack:llvm, cpp
66803, spack:openexr, cpp
66804, spack:llvm-amdgpu, cpp
66805, spack:kokkos, cpp
66806, spack:lapackpp, cpp
66807, spack:botan, cpp
66808, spack:vtk, cpp
66809, spack:llvm, cpp
66810, spack:qb3, cpp
66811, spack:llvm, cpp
66812, spack:abseil-cpp, cpp
66813, spack:qt-declarative, cpp
66814, spack:itk, cpp
66815, spack:raja, cpp
66816, spack:vtk, cpp
66817, spack:llvm, cpp
66818, spack:vtk, cpp
66819, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66820, spack:simde, cpp
66821, spack:llvm, cpp
66822, spack:systemc, cpp
66823, spack:llvm, cpp
66824, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66825, spack:qt-base, cpp
66826, spack:py-scipy, cpp
66827, spack:llvm-amdgpu, cpp
66828, spack:faodel, cpp
66829, spack:llvm, cpp
66830, spack:llvm, cpp
66831, spack:llvm, cpp
66832, spack:coin3d, cpp
66833, spack:magics, cpp
66834, spack:llvm, cpp
66835, spack:vtk, cpp
66836, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66837, spack:hip, cpp
66838, spack:phist, cpp
66839, spack:brunsli, cpp
66840, spack:llvm, cpp
66841, spack:systemc, cpp
66842, spack:highway, cpp
66843, spack:vtk, cpp
66844, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66845, spack:llvm, cpp
66846, spack:vtk, cpp
66847, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66848, spack:vtk, cpp
66849, spack:amr-wind, cpp
66850, spack:llvm, cpp
66851, spack:qt-declarative, cpp
66852, spack:vtk, cpp
66853, spack:py-scipy, cpp
66854, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66855, spack:openexr, cpp
66856, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66857, spack:botan, cpp
66858, spack:itk, cpp
66859, spack:qt-base, cpp
66860, spack:vtk, cpp
66861, spack:llvm, cpp
66862, spack:vtk, cpp
66863, spack:vtk, cpp
66864, spack:vtk, cpp
66865, spack:llvm-amdgpu, cpp
66866, spack:easi, cpp
66867, spack:miopen-opencl, cpp
66868, spack:llvm-amdgpu, cpp
66869, spack:assimp, cpp
66870, spack:arbor, cpp
66871, spack:elemental, cpp
66872, spack:miopengemm, cpp
66873, spack:llvm, cpp
66874, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66875, spack:llvm, cpp
66876, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66877, spack:llvm, cpp
66878, spack:z3, cpp
66879, spack:z3, cpp
66880, spack:vtk, cpp
66881, spack:pumi, cpp
66882, spack:vtk, cpp
66883, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66884, spack:eprosima-fastdds, cpp
66885, spack:vtk, cpp
66886, spack:llvm, cpp
66887, spack:mold, cpp
66888, spack:magics, cpp
66889, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66890, spack:llvm, cpp
66891, spack:mold, cpp
66892, spack:vtk, cpp
66893, spack:py-pennylane-lightning, cpp
66894, spack:xerces-c, cpp
66895, spack:slate, cpp
66896, spack:qt-base, cpp
66897, spack:vtk, cpp
66898, spack:scine-utilities, cpp
66899, spack:intel-tbb, cpp
66900, spack:qt-declarative, cpp
66901, spack:llvm, cpp
66902, spack:elemental, cpp
66903, spack:onednn, cpp
66904, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66905, spack:erlang, cpp
66906, spack:universal, cpp
66907, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66908, spack:llvm, cpp
66909, spack:coin3d, cpp
66910, spack:faodel, cpp
66911, spack:scine-utilities, cpp
66912, spack:model-traits, cpp
66913, spack:llvm, cpp
66914, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66915, spack:axom, cpp
66916, spack:su2, cpp
66917, spack:qt-declarative, cpp
66918, spack:duckdb, cpp
66919, spack:parallel-hashmap, cpp
66920, spack:llvm, cpp
66921, spack:lcio, cpp
66922, spack:simde, cpp
66923, spack:itk, cpp
66924, spack:scine-utilities, cpp
66925, spack:lcio, cpp
66926, spack:vtk, cpp
66927, spack:bloaty, cpp
66928, spack:llvm-amdgpu, cpp
66929, spack:vtk, cpp
66930, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66931, spack:faodel, cpp
66932, spack:vtk, cpp
66933, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66934, spack:su2, cpp
66935, spack:vtk, cpp
66936, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66937, spack:llvm, cpp
66938, spack:llvm, cpp
66939, spack:llvm, cpp
66940, spack:hip, cpp
66941, spack:coin3d, cpp
66942, spack:qt-base, cpp
66943, spack:llvm, cpp
66944, spack:llvm, cpp
66945, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66946, spack:llvm, cpp
66947, spack:lcio, cpp
66948, spack:coin3d, cpp
66949, spack:llvm-amdgpu, cpp
66950, spack:simde, cpp
66951, spack:llvm-amdgpu, cpp
66952, spack:llvm, cpp
66953, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66954, spack:amr-wind, cpp
66955, spack:vtk, cpp
66956, spack:llvm, cpp
66957, spack:exempi, cpp
66958, spack:vtk, cpp
66959, spack:vtk, cpp
66960, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66961, spack:py-grpcio, cpp
66962, spack:vtk, cpp
66963, spack:sst-elements, cpp
66964, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66965, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66966, spack:scine-utilities, cpp
66967, spack:openexr, cpp
66968, spack:pumi, cpp
66969, spack:py-contourpy, cpp
66970, spack:lapackpp, cpp
66971, spack:mold, cpp
66972, spack:vtk, cpp
66973, spack:llvm-amdgpu, cpp
66974, spack:qt-declarative, cpp
66975, spack:eprosima-fastdds, cpp
66976, spack:openexr, cpp
66977, spack:llvm, cpp
66978, spack:vtk, cpp
66979, spack:vtk, cpp
66980, spack:z3, cpp
66981, spack:vtk, cpp
66982, spack:vtk, cpp
66983, spack:slate, cpp
66984, spack:openexr, cpp
66985, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66986, spack:llvm, cpp
66987, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66988, spack:llvm-amdgpu, cpp
66989, spack:llvm-amdgpu, cpp
66990, spack:simde, cpp
66991, spack:vtk, cpp
66992, spack:coin3d, cpp
66993, spack:llvm, cpp
66994, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
66995, spack:ceres-solver, cpp
66996, spack:simde, cpp
66997, spack:llvm, cpp
66998, spack:vtk, cpp
66999, spack:amr-wind, cpp
67000, spack:itk, cpp
67001, spack:helib, cpp
67002, spack:openexr, cpp
67003, spack:vtk-m, cpp
67004, spack:intel-tbb, cpp
67005, spack:vtk, cpp
67006, spack:libspatialindex, cpp
67007, spack:llvm, cpp
67008, spack:llvm, cpp
67009, spack:llvm, cpp
67010, spack:llvm, cpp
67011, spack:vtk, cpp
67012, spack:proj, cpp
67013, spack:qt-base, cpp
67014, spack:llvm, cpp
67015, spack:llvm, cpp
67016, spack:llvm-amdgpu, cpp
67017, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67018, spack:maeparser, cpp
67019, spack:llvm, cpp
67020, spack:vtk, cpp
67021, spack:coin3d, cpp
67022, spack:su2, cpp
67023, spack:simde, cpp
67024, spack:pangolin, cpp
67025, spack:llvm-amdgpu, cpp
67026, spack:llvm-amdgpu, cpp
67027, spack:helics, cpp
67028, spack:coordgen, cpp
67029, spack:vtk, cpp
67030, spack:qt-base, cpp
67031, spack:magics, cpp
67032, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67033, spack:llvm, cpp
67034, spack:vtk, cpp
67035, spack:llvm-amdgpu, cpp
67036, spack:qt-declarative, cpp
67037, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67038, spack:libecpint, cpp
67039, spack:vtk, cpp
67040, spack:vtk, cpp
67041, spack:vtk-m, cpp
67042, spack:vtk, cpp
67043, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67044, spack:vtk, cpp
67045, spack:llvm-amdgpu, cpp
67046, spack:z3, cpp
67047, spack:vtk, cpp
67048, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67049, spack:vtk-m, cpp
67050, spack:eckit, cpp
67051, spack:eprosima-fastdds, cpp
67052, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67053, spack:coin3d, cpp
67054, spack:helics, cpp
67055, https://commondatastorage.googleapis.com/chromium-browser-official/chromium-116.0.5845.140.tar.xz, cpp
67056, spack:qt-base, cpp
